18	1596535	1604257	28	7722
18	1640538	1654052	20	13514
18	2716613	2738261	23	21648
18	5212685	5236316	46	23631
18	5278157	5284875	21	6718
18	6288656	6294120	35	5464
18	8644088	8649358	31	5270
18	10379039	10385360	25	6321
18	10595979	10603695	32	7716
18	10648405	10652915	29	4510
18	10795489	10802221	20	6732
18	11520185	11524025	28	3840
18	12128934	12141311	23	12377
18	12208375	12215977	24	7602
18	12597392	12628761	33	31369
18	13847360	13852420	24	5060
18	14553555	14553919	24	364
18	14724546	14748927	97	24381
18	15078714	15091185	58	12471
18	15098792	15130159	113	31367
18	15390170	15393305	29	3135
18	22619813	22667240	41	47427
18	24849713	24857434	30	7721
18	28220205	28232389	61	12184
18	28268534	28276867	25	8333
18	28557521	28574755	22	17234
18	28658812	28674703	25	15891
18	28782953	28806508	24	23555
18	28818686	28835763	23	17077
18	28837538	28851248	28	13710
18	28939553	28946263	20	6710
18	29034981	29056629	24	21648
18	30026359	30042197	21	15838
18	30179283	30209893	48	30610
18	30339037	30351651	23	12614
18	30391265	30408550	32	17285
18	31229931	31234938	41	5007
18	31303920	31311965	26	8045
18	32049916	32054590	22	4674
18	32425148	32438454	20	13306
18	32721762	32729077	30	7315
18	33045940	33078534	47	32594
18	33079897	33104302	34	24405
18	33142904	33197155	52	54251
18	33199438	33236762	51	37324
18	35873921	35879816	30	5895
18	36189000	36196443	21	7443
18	36953761	36982837	20	29076
18	37784827	37798177	22	13350
18	39014543	39032549	25	18006
18	39116654	39160442	25	43788
18	39615878	39641890	27	26012
18	40604410	40614804	55	10394
18	40626473	40646631	31	20158
18	40648951	40673854	86	24903
18	40674091	40679413	22	5322
18	40814844	40838427	23	23583
18	42161372	42169318	22	7946
18	42584010	42594959	43	10949
18	44650929	44663283	23	12354
18	45979791	45984961	22	5170
18	46081423	46096557	28	15134
18	49364092	49397396	49	33304
18	49404566	49459437	96	54871
18	49750870	49753323	27	2453
18	49871884	49879160	34	7276
18	49885632	49891246	32	5614
18	53397130	53406474	25	9344
18	53407594	53419207	26	11613
18	53419513	53430574	48	11061
18	53898713	53902558	23	3845
18	53932917	53948490	74	15573
18	53948739	53955158	29	6419
18	53959949	53984176	103	24227
18	54367790	54395145	27	27355
18	57850448	57855933	23	5485
18	58057963	58062312	23	4349
18	63578873	63582833	28	3960
18	63704107	63721960	50	17853
18	63723415	63733951	40	10536
18	63819711	63829444	50	9733
18	63897376	63907998	24	10622
18	63925542	63934217	21	8675
18	64597766	64608754	42	10988
18	64706148	64720844	25	14696
18	65239592	65254222	40	14630
18	65701109	65725044	28	23935
18	66012300	66023282	37	10982
18	66024150	66031502	26	7352
18	66125933	66131147	22	5214
18	66170708	66178083	43	7375
18	66178765	66186203	30	7438
18	67064868	67074723	45	9855
18	67941668	67948827	33	7159
18	68200713	68208839	20	8126
18	68370857	68373880	25	3023
18	68600910	68607931	23	7021
18	68817717	68822662	26	4945
18	71077247	71083300	20	6053
18	71260963	71278859	23	17896
18	72131079	72152238	34	21159
18	72332710	72338116	47	5406
18	72355634	72367184	33	11550
18	72368179	72377990	20	9811
18	74141311	74150485	36	9174
18	76040403	76043498	20	3095
18	76089329	76099772	23	10443
18	76102815	76108226	26	5411
18	77286830	77291175	23	4345
18	77642093	77647919	30	5826
18	78350893	78358676	27	7783
18	78882559	78891467	27	8908
