8	3273121	3277072	34	3951
8	4138564	4139353	27	789
8	4139953	4143893	88	3940
8	5149920	5155048	38	5128
8	13248866	13253462	23	4596
8	13331068	13337436	27	6368
8	13741893	13745087	23	3194
8	13951073	13954048	24	2975
8	14211405	14222393	25	10988
8	14405723	14410326	28	4603
8	15305086	15310505	20	5419
8	15435249	15439754	32	4505
8	16102231	16111633	34	9402
8	17899510	17906764	24	7254
8	20407268	20413548	26	6280
8	23585986	23589925	22	3939
8	24076936	24087875	20	10939
8	25194940	25196868	20	1928
8	26710109	26716375	23	6266
8	27014323	27019289	27	4966
8	27731519	27742979	23	11460
8	27780880	27806863	22	25983
8	27807055	27835975	88	28920
8	27850382	27856131	29	5749
8	28325332	28334646	20	9314
8	31931908	31952954	20	21046
8	32579600	32589759	25	10159
8	33288549	33306942	49	18393
8	34076475	34089459	23	12984
8	34574535	34603750	32	29215
8	34604741	34621504	38	16763
8	34649511	34665795	28	16284
8	34763190	34812958	29	49768
8	35063624	35090714	31	27090
8	35099787	35114587	26	14800
8	35279470	35322941	61	43471
8	37374600	37389150	30	14550
8	40072479	40082696	23	10217
8	40382944	40396041	46	13097
8	40438890	40445055	32	6165
8	40447707	40456229	42	8522
8	40459844	40468066	26	8222
8	40501137	40514432	88	13295
8	40521438	40526678	25	5240
8	41404963	41415552	30	10589
8	41417703	41432052	53	14349
8	41471637	41482879	62	11242
8	48237348	48267884	33	30536
8	49172075	49209257	150	37182
8	49215191	49219281	24	4090
8	49598977	49611599	23	12622
8	49874513	49900051	30	25538
8	50205042	50222984	33	17942
8	50241784	50255457	20	13673
8	51106769	51110357	27	3588
8	51356555	51360478	23	3923
8	51456089	51476123	20	20034
8	51787081	51815769	28	28688
8	51823012	51899354	92	76342
8	51912737	51930320	22	17583
8	52950081	52962984	79	12903
8	53088489	53099536	31	11047
8	53138462	53156377	33	17915
8	53292745	53298158	27	5413
8	53323200	53350883	47	27683
8	53560338	53583570	32	23232
8	53602344	53609941	47	7597
8	53615631	53628530	22	12899
8	53661945	53667769	28	5824
8	54384617	54391846	22	7229
8	54602072	54609407	21	7335
8	54823639	54827724	22	4085
8	54828303	54836020	31	7717
8	55044589	55059223	22	14634
8	56361919	56387053	41	25134
8	56568985	56584189	35	15204
8	56836873	56842073	23	5200
8	57380819	57389388	41	8569
8	58354051	58366342	22	12291
8	58789140	58791651	27	2511
8	59197485	59210087	30	12602
8	59313453	59329785	20	16332
8	59879278	59914173	22	34895
8	60210315	60217656	20	7341
8	61955656	61969748	35	14092
8	62000252	62014436	49	14184
8	62029184	62044665	73	15481
8	62062382	62089704	39	27322
8	62093946	62100721	23	6775
8	62109854	62119245	26	9391
8	62147667	62160211	38	12544
8	62372096	62390593	38	18497
8	62973063	62986923	27	13860
8	63139048	63144930	38	5882
8	65609655	65637550	47	27895
8	65649875	65684085	33	34210
8	66341857	66370352	22	28495
8	66612229	66671713	20	59484
8	66723183	66748870	25	25687
8	66949665	67154856	33	205191
8	67974757	67983955	20	9198
8	70253782	70417432	43	163650
8	70802232	70921872	58	119640
8	70958366	71003749	52	45383
8	71017700	71031332	25	13632
8	72109373	72123036	35	13663
8	72142945	72147997	22	5052
8	72179133	72199038	71	19905
8	72834575	72859286	72	24711
8	75584762	75611007	50	26245
8	75697654	75738464	52	40810
8	77190793	77213221	35	22428
8	77543514	77573957	138	30443
8	77594048	77602286	22	8238
8	77755867	77789124	43	33257
8	77959241	77984687	47	25446
8	77985562	77997071	25	11509
8	78041979	78063882	32	21903
8	78377011	78391265	30	14254
8	78677777	78745431	23	67654
8	78944705	78959275	39	14570
8	80109596	80113195	20	3599
8	81599538	81602144	20	2606
8	81632039	81645659	39	13620
8	81833407	81855939	27	22532
8	82010100	82022491	35	12391
8	82035715	82044380	33	8665
8	82139926	82170588	31	30662
8	82345285	82356754	38	11469
8	82358542	82373875	25	15333
8	82747892	82756522	57	8630
8	82832026	82841702	34	9676
8	83033801	83063701	63	29900
8	83213894	83230562	27	16668
8	83308214	83330105	41	21891
8	83343884	83365352	39	21468
8	83422318	83438881	44	16563
8	83441507	83448132	20	6625
8	83603817	83631667	98	27850
8	84066552	84081183	72	14631
8	84081277	84085269	29	3992
8	84870598	84898173	27	27575
8	85024410	85030629	21	6219
8	85034959	85043104	22	8145
8	85043886	85069026	30	25140
8	86166368	86175951	55	9583
8	86437137	86468661	27	31524
8	87261389	87273681	27	12292
8	87275539	87290466	61	14927
8	87655210	87675503	29	20293
8	88286496	88316618	20	30122
8	88391332	88406096	46	14764
8	88407787	88420766	33	12979
8	88422872	88426646	20	3774
8	88427221	88452857	97	25636
8	91173507	91181125	30	7618
8	94681910	94690932	21	9022
8	94957094	94968480	22	11386
8	95449155	95456336	23	7181
8	97842882	97848441	22	5559
8	99125828	99236293	23	110465
8	99297702	99442882	35	145180
8	99468802	99581202	33	112400
8	99623590	99682086	37	58496
8	103002776	103007332	21	4556
8	103510277	103535731	23	25454
8	103539571	103601778	77	62207
8	103609069	103646124	49	37055
8	103651239	103720788	51	69549
8	103738737	103761265	29	22528
8	103764322	103868583	83	104261
8	104098566	104117581	20	19015
8	106006495	106031931	38	25436
8	106429590	106440030	36	10440
8	107013843	107037903	34	24060
8	107057488	107064944	38	7456
8	107368404	107374192	28	5788
8	107647976	107656559	41	8583
8	107705222	107726360	25	21138
8	108121604	108129342	25	7738
8	108165310	108195657	63	30347
8	108199129	108232513	26	33384
8	108356454	108382488	54	26034
8	108448075	108500985	58	52910
8	108501327	108522399	34	21072
8	109017086	109050174	29	33088
8	109152720	109178625	93	25905
8	109474398	109507343	29	32945
8	109509287	109536185	32	26898
8	110349125	110399021	30	49896
8	111116099	111119750	24	3651
8	111120085	111126374	39	6289
8	111729968	111748407	37	18439
8	112366953	112374669	29	7716
8	112441816	112458135	21	16319
8	112705116	112741021	33	35905
8	112742225	112788097	28	45872
8	112848844	112891828	20	42984
8	113072338	113106819	58	34481
8	114048913	114074951	47	26038
8	114390448	114417574	29	27126
8	114521596	114546941	74	25345
8	114821333	114839349	46	18016
8	114977105	114994847	69	17742
8	115748639	115761050	42	12411
8	116913845	116927571	24	13726
8	119168538	119174176	26	5638
8	119339560	119359078	36	19518
8	119419724	119436876	42	17152
8	119477748	119488710	20	10962
8	119863602	119867632	21	4030
8	119897253	119911045	46	13792
8	119995636	120004872	21	9236
8	120516895	120534562	21	17667
8	120747053	120752757	35	5704
8	121052361	121067582	54	15221
8	121303011	121314964	36	11953
8	123424174	123449847	115	25673
8	125050206	125056374	32	6168
8	125071744	125077719	25	5975
8	125078442	125084592	25	6150
8	125317488	125336888	26	19400
8	126164539	126172821	25	8282
8	126175786	126206178	61	30392
8	126212458	126231029	29	18571
8	126411301	126417754	29	6453
8	126867797	126871407	21	3610
