22	10938373	10940175	20	1802
22	11330171	11331297	29	1126
22	11566400	11568125	24	1725
22	11568335	11569400	28	1065
22	11570834	11572214	30	1380
22	11577614	11579236	26	1622
22	12349595	12351937	27	2342
22	12354141	12356467	29	2326
22	12357206	12359172	36	1966
22	12547158	12549544	29	2386
22	12597253	12598297	23	1044
22	17046173	17058549	31	12376
22	17423810	17429037	29	5227
22	17601267	17609589	30	8322
22	17609640	17616627	32	6987
22	17958844	17967521	37	8677
22	19090896	19106814	20	15918
22	23160291	23163948	21	3657
22	23650945	23655079	24	4134
22	25804083	25812126	37	8043
22	28592272	28680649	35	88377
22	30325712	30352414	23	26702
22	30357996	30383000	32	25004
22	32188514	32193047	22	4533
22	32290148	32292570	20	2422
22	32299327	32306091	35	6764
22	32353182	32365481	30	12299
22	33137159	33154066	34	16907
22	34385142	34400091	73	14949
22	35072051	35075628	20	3577
22	35145764	35149922	22	4158
22	35160606	35164393	29	3787
22	35165024	35174823	30	9799
22	38643850	38659298	24	15448
22	38667010	38680268	32	13258
22	40711714	40717705	24	5991
22	40718964	40728273	29	9309
22	41421681	41446199	20	24518
22	46911520	46919198	20	7678
22	48606850	48609587	20	2737
22	50063458	50070367	26	6909
22	50093519	50115085	50	21566
22	50127154	50135261	23	8107
