1	1221960	1230825	1	SDF4 
1	4008806	4013586	0	
1	4036476	4042586	0	
1	4472456	4479251	0	
1	4536474	4542951	0	
1	4585818	4589678	0	
1	4850862	4853863	0	
1	4857594	4866425	0	
1	5670249	5671356	0	
1	5672007	5672624	0	
1	5733928	5739211	0	
1	11064828	11072744	1	EXOSC10 
1	11074437	11097650	1	EXOSC10 
1	11807680	11820692	1	CLCN6 
1	11888603	11896903	0	
1	13641349	13644592	1	LOC107984919 
1	13941870	13947737	1	KAZN 
1	13995829	14001546	1	KAZN 
1	14126399	14132764	1	KAZN 
1	15247193	15254631	1	FHAD1 
1	15503564	15521251	1	CASP9 
1	15581629	15587966	1	AGMAT 
1	15802479	15811834	1	UQCRHL 
1	15817016	15824423	0	
1	15825467	15828196	0	
1	18990505	19002512	1	LOC105376815 
1	19601226	19629046	3	MINOS1 MINOS1-NBL1 RPS14P3 
1	20569918	20575195	0	
1	20579650	20586426	0	
1	22032254	22037425	1	LOC112268223 
1	23869911	23875828	1	CNR2 
1	23881883	23885687	1	CNR2 
1	23887940	23891786	1	CNR2 
1	23892884	23896736	0	
1	25832471	25857443	2	AUNIP MTFR1L 
1	26105440	26130218	2	LOC105376886 PDIK1L 
1	26240553	26266223	1	CEP85 
1	27178128	27186517	0	
1	27919779	27928206	0	
1	28380203	28443632	1	PHACTR4 
1	28444388	28502381	1	PHACTR4 
1	28981815	29061374	1	EPB41 
1	29158795	29218601	2	MECR SRSF4 
1	31145137	31156473	1	LOC107984935 
1	31319947	31354312	1	ZCCHC17 
1	31442300	31445850	0	
1	31536660	31545927	0	
1	32765779	32858487	3	KIAA1522 S100PBP YARS 
1	33423730	33444238	0	
1	33827100	33832795	1	CSMD2 
1	33835828	33840376	1	CSMD2 
1	34978436	35030121	3	LOC653160 TMEM35B ZMYM6 
1	36394508	36400585	1	LSM10 
1	36415726	36449504	3	LOC107984940 OSCP1 SNORA63C 
1	37413195	37419981	0	
1	39027092	39043362	1	NDUFS5 
1	40510586	40544110	2	EXO5 ZNF684 
1	42497129	42543648	1	CCDC30 
1	43185746	43196435	2	CFAP57 LOC105378685 
1	44092590	44098711	1	KLF17 
1	44912689	44948761	1	EIF2B3 
1	45641250	45692659	3	GPBP1L1 RPS15AP10 TMEM69 
1	46342025	46396883	2	FAAH NSUN4 
1	46634377	46666310	1	ATPAF1 
1	47103972	47111260	1	CYP4Z1 
1	52054258	52092273	2	BTF3L4 TXNDC12 
1	53021213	53029857	0	
1	53029975	53044180	0	
1	53046613	53058026	0	
1	53599506	53605158	1	GLIS1 
1	54717459	54726767	2	MROH7-TTC4 TTC4 
1	54727112	54740168	2	MROH7-TTC4 TTC4 
1	55938692	55945421	2	LINC01753 LINC01755 
1	56342660	56352532	0	
1	56602725	56606870	0	
1	56606979	56615386	0	
1	56909871	56920182	0	
1	56976772	56984302	1	LOC105378745 
1	58522090	58542886	1	OMA1 
1	58547567	58565859	0	
1	58998473	59001695	0	
1	60767093	60781713	1	LOC101926964 
1	63039658	63044500	0	
1	65661139	65667228	0	
1	66611949	66629581	2	MIR3117 SGIP1 
1	67090198	67100481	1	C1orf141 
1	67380429	67391982	0	
1	68581060	68603992	0	
1	68604769	68624577	0	
1	69297794	69312346	0	
1	69582381	69602636	1	LRRC7 
1	69611073	69638461	1	LRRC7 
1	70048648	70058527	1	LRRC7 
1	70546712	70551647	0	
1	70599918	70618014	0	
1	71588165	71594692	1	NEGR1 
1	71764887	71774971	1	NEGR1 
1	73083313	73096007	0	
1	73157748	73168445	1	LOC105378800 
1	73383261	73395138	0	
1	73408638	73427949	0	
1	73576952	73605705	1	LOC105378802 
1	73619185	73623670	0	
